,종가,거래량,거래대금,변동 %
2015년 03월 10일,"1,984.77",433.40M,860199.318K,-0.40%
2015년 03월 09일,"1,992.82",296.75M,591369.335K,-1.00%
2015년 03월 06일,"2,012.94",393.35M,791789.949K,0.73%
2015년 03월 05일,"1,998.38",373.68M,746754.6384K,0.00%
2015년 03월 04일,"1,998.29",374.54M,748439.5366K,-0.15%
2015년 03월 03일,"2,001.38",444.86M,890333.9068K,0.23%
2015년 03월 02일,"1,996.81",373.37M,745548.9497K,0.55%
2015년 02월 27일,"1,985.80",424.55M,843071.39K,-0.37%
2015년 02월 26일,"1,993.08",385.66M,768651.2328K,0.13%
2015년 02월 25일,"1,990.47",369.50M,735478.665K,0.73%
2015년 02월 24일,"1,976.12",309.54M,611688.1848K,0.39%
2015년 02월 23일,"1,968.39",347.58M,684172.9962K,0.35%
2015년 02월 17일,"1,961.45",304.53M,597320.3685K,0.16%
2015년 02월 16일,"1,958.23",350.94M,687221.2362K,0.04%
2015년 02월 13일,"1,957.50",351.08M,687239.1K,0.82%
2015년 02월 12일,"1,941.63",334.82M,650096.5566K,-0.21%
2015년 02월 11일,"1,945.70",307.45M,598205.465K,0.51%
2015년 02월 10일,"1,935.86",329.20M,637285.112K,-0.57%
2015년 02월 09일,"1,947.00",310.18M,603920.46K,-0.44%
2015년 02월 06일,"1,955.52",309.82M,605859.2064K,0.14%
2015년 02월 05일,"1,952.84",395.65M,772641.146K,-0.51%
2015년 02월 04일,"1,962.79",348.03M,683109.8037K,0.55%
2015년 02월 03일,"1,951.96",369.98M,722186.1608K,-0.04%
2015년 02월 02일,"1,952.68",364.83M,712396.2444K,0.18%
2015년 01월 30일,"1,949.26",441.48M,860559.3048K,-0.09%
2015년 01월 29일,"1,951.02",391.03M,762907.3506K,-0.54%
2015년 01월 28일,"1,961.58",400.93M,786456.2694K,0.47%
2015년 01월 27일,"1,952.40",466.96M,911692.704K,0.86%
2015년 01월 26일,"1,935.68",330.61M,639955.1648K,-0.02%
2015년 01월 23일,"1,936.09",367.70M,711900.293K,0.79%
2015년 01월 22일,"1,920.82",343.13M,659090.9666K,-0.02%
2015년 01월 21일,"1,921.23",300.84M,577982.8332K,0.15%
2015년 01월 20일,"1,918.31",280.90M,538853.279K,0.82%
2015년 01월 19일,"1,902.62",281.12M,534864.5344K,0.77%
2015년 01월 16일,"1,888.13",298.73M,564041.0749K,-1.36%
2015년 01월 15일,"1,914.14",266.54M,510194.8756K,0.03%
2015년 01월 14일,"1,913.66",297.52M,569352.1232K,-0.18%
2015년 01월 13일,"1,917.14",338.99M,649891.2886K,-0.20%
2015년 01월 12일,"1,920.95",311.92M,599182.724K,-0.19%
2015년 01월 09일,"1,924.70",308.78M,594308.866K,1.05%
2015년 01월 08일,"1,904.65",262.21M,499418.2765K,1.11%
2015년 01월 07일,"1,883.83",280.51M,528433.1533K,0.07%
2015년 01월 06일,"1,882.45",303.69M,571681.2405K,-1.74%
2015년 01월 05일,"1,915.75",313.44M,600472.68K,-0.55%
2015년 01월 02일,"1,926.44",258.78M,498524.1432K,0.57%
2014년 12월 30일,"1,915.59",256.44M,491233.8996K,-0.64%
2014년 12월 29일,"1,927.86",265.81M,512444.4666K,-1.04%
2014년 12월 26일,"1,948.16",297.01M,578623.0016K,0.08%
2014년 12월 24일,"1,946.61",283.87M,552584.1807K,0.39%
2014년 12월 23일,"1,939.02",300.80M,583257.216K,-0.21%
2014년 12월 22일,"1,943.12",324.54M,630620.1648K,0.68%
2014년 12월 19일,"1,929.98",291.79M,563148.8642K,1.71%
2014년 12월 18일,"1,897.50",337.30M,640026.75K,-0.14%
2014년 12월 17일,"1,900.16",307.27M,583862.1632K,-0.21%
2014년 12월 16일,"1,904.13",369.42M,703423.7046K,-0.85%
2014년 12월 15일,"1,920.36",294.42M,565392.3912K,-0.07%
2014년 12월 12일,"1,921.71",363.47M,698483.9337K,0.27%
2014년 12월 11일,"1,916.59",343.64M,658616.9876K,-1.49%
2014년 12월 10일,"1,945.56",367.89M,715752.0684K,-1.29%
2014년 12월 09일,"1,970.95",541.16M,1066599.302K,-0.40%
2014년 12월 08일,"1,978.95",295.14M,584067.303K,-0.39%
2014년 12월 05일,"1,986.62",305.55M,607011.741K,0.00%
2014년 12월 04일,"1,986.61",244.39M,485507.6179K,0.85%
2014년 12월 03일,"1,969.91",271.11M,534062.3001K,0.21%
2014년 12월 02일,"1,965.83",317.91M,624957.0153K,0.03%
2014년 12월 01일,"1,965.22",333.98M,656344.1756K,-0.79%
2014년 11월 28일,"1,980.78",340.70M,674851.746K,-0.07%
2014년 11월 27일,"1,982.09",295.51M,585727.4159K,0.06%
2014년 11월 26일,"1,980.84",253.29M,501726.9636K,0.03%
2014년 11월 25일,"1,980.21",283.19M,560775.6699K,0.08%
2014년 11월 24일,"1,978.54",325.45M,643915.843K,0.70%
2014년 11월 21일,"1,964.84",345.92M,679677.4528K,0.35%
2014년 11월 20일,"1,958.04",339.22M,664206.3288K,-0.45%
2014년 11월 19일,"1,966.87",279.56M,549858.1772K,-0.01%
2014년 11월 18일,"1,967.01",251.27M,494250.6027K,1.20%
2014년 11월 17일,"1,943.63",277.52M,539396.1976K,-0.08%
2014년 11월 14일,"1,945.14",314.80M,612330.072K,-0.78%
2014년 11월 13일,"1,960.51",332.60M,652065.626K,-0.34%
2014년 11월 12일,"1,967.27",348.50M,685593.595K,0.22%
2014년 11월 11일,"1,963.00",311.40M,611278.2K,0.24%
2014년 11월 10일,"1,958.23",313.26M,613435.1298K,0.95%
2014년 11월 07일,"1,939.87",255.42M,495481.5954K,0.18%
2014년 11월 06일,"1,936.48",360.57M,698236.5936K,0.26%
2014년 11월 05일,"1,931.43",332.28M,641775.5604K,-0.19%
2014년 11월 04일,"1,935.19",391.71M,758033.2749K,-0.91%
2014년 11월 03일,"1,952.97",344.50M,672798.165K,-0.58%
2014년 10월 31일,"1,964.43",349.40M,686371.842K,0.28%
2014년 10월 30일,"1,958.93",311.05M,609325.1765K,-0.11%
2014년 10월 29일,"1,961.17",396.62M,777839.2454K,1.84%
2014년 10월 28일,"1,925.68",414.62M,798425.4416K,-0.33%
2014년 10월 27일,"1,931.97",408.84M,789866.6148K,0.33%
2014년 10월 24일,"1,925.69",419.43M,807692.1567K,-0.31%
2014년 10월 23일,"1,931.65",372.83M,720177.0695K,-0.27%
2014년 10월 22일,"1,936.97",399.10M,773044.727K,1.13%
2014년 10월 21일,"1,915.28",405.92M,777450.4576K,-0.77%
2014년 10월 20일,"1,930.06",344.67M,665233.7802K,1.55%
2014년 10월 17일,"1,900.66",362.08M,688190.9728K,-0.95%
2014년 10월 16일,"1,918.83",313.61M,601764.2763K,-0.37%
2014년 10월 15일,"1,925.91",310.34M,597686.9094K,-0.17%
2014년 10월 14일,"1,929.25",335.51M,647282.6675K,0.11%
2014년 10월 13일,"1,927.21",308.92M,595353.7132K,-0.71%
2014년 10월 10일,"1,940.92",342.82M,665386.1944K,-1.24%
2014년 10월 08일,"1,965.25",266.18M,523110.245K,-0.39%
2014년 10월 07일,"1,972.91",328.23M,647568.2493K,0.23%
2014년 10월 06일,"1,968.39",325.08M,639884.2212K,-0.39%
2014년 10월 02일,"1,976.16",322.66M,637627.7856K,-0.77%
2014년 10월 01일,"1,991.54",351.58M,700185.6332K,-1.41%
2014년 09월 30일,"2,020.09",322.81M,652105.2529K,-0.32%
2014년 09월 29일,"2,026.60",339.59M,688213.094K,-0.25%
2014년 09월 26일,"2,031.64",313.52M,636959.7728K,-0.12%
2014년 09월 25일,"2,034.11",325.38M,661858.7118K,-0.08%
2014년 09월 24일,"2,035.64",332.59M,677033.5076K,0.33%
2014년 09월 23일,"2,028.91",427.81M,867987.9871K,-0.51%
2014년 09월 22일,"2,039.27",323.89M,660499.1603K,-0.71%
2014년 09월 19일,"2,053.82",397.74M,816886.3668K,0.30%
2014년 09월 18일,"2,047.74",394.27M,807362.4498K,-0.72%
2014년 09월 17일,"2,062.61",351.67M,725358.0587K,0.96%
2014년 09월 16일,"2,042.92",365.69M,747075.4148K,0.35%
2014년 09월 15일,"2,035.82",297.61M,605880.3902K,-0.30%
2014년 09월 12일,"2,041.86",362.67M,740521.3662K,0.38%
2014년 09월 11일,"2,034.16",333.41M,678209.2856K,-0.74%
2014년 09월 05일,"2,049.41",343.35M,703664.9235K,-0.33%
2014년 09월 04일,"2,056.26",376.39M,773955.7014K,0.25%
2014년 09월 03일,"2,051.20",337.97M,693244.064K,-0.02%
2014년 09월 02일,"2,051.58",323.12M,662906.5296K,-0.79%
2014년 09월 01일,"2,067.86",272.47M,563429.8142K,-0.03%
2014년 08월 29일,"2,068.54",301.37M,623395.8998K,-0.35%
2014년 08월 28일,"2,075.76",305.88M,634933.4688K,0.04%
2014년 08월 27일,"2,074.93",337.61M,700517.1173K,0.33%
2014년 08월 26일,"2,068.05",288.91M,597480.3255K,0.35%
2014년 08월 25일,"2,060.89",272.04M,560644.5156K,0.20%
2014년 08월 22일,"2,056.70",277.86M,571474.662K,0.61%
2014년 08월 21일,"2,044.21",307.80M,629207.838K,-1.38%
2014년 08월 20일,"2,072.78",315.36M,653671.9008K,0.08%
2014년 08월 19일,"2,071.14",327.12M,677511.3168K,0.88%
2014년 08월 18일,"2,053.13",300.42M,616801.3146K,-0.49%
2014년 08월 14일,"2,063.22",270.85M,558823.137K,0.04%
2014년 08월 13일,"2,062.36",280.66M,578821.9576K,1.02%
2014년 08월 12일,"2,041.47",312.80M,638571.816K,0.10%
2014년 08월 11일,"2,039.37",285.84M,582933.5208K,0.41%
2014년 08월 08일,"2,031.10",354.82M,720674.902K,-1.14%
2014년 08월 07일,"2,054.51",292.94M,601848.1594K,-0.30%
2014년 08월 06일,"2,060.73",377.27M,777451.6071K,-0.27%
2014년 08월 05일,"2,066.26",346.82M,716620.2932K,-0.68%
2014년 08월 04일,"2,080.42",253.20M,526762.344K,0.35%
2014년 08월 01일,"2,073.10",271.97M,563821.007K,-0.15%
2014년 07월 31일,"2,076.12",383.73M,796669.5276K,-0.31%
2014년 07월 30일,"2,082.61",343.29M,714939.1869K,1.00%
2014년 07월 29일,"2,061.97",408.77M,842871.4769K,0.64%
2014년 07월 28일,"2,048.81",349.02M,715075.6662K,0.74%
2014년 07월 25일,"2,033.85",282.77M,575111.7645K,0.36%
2014년 07월 24일,"2,026.62",323.59M,655793.9658K,-0.08%
2014년 07월 23일,"2,028.32",353.51M,717031.4032K,-0.03%
2014년 07월 22일,"2,028.93",265.89M,539472.1977K,0.52%
2014년 07월 21일,"2,018.50",274.63M,554340.655K,-0.05%
2014년 07월 18일,"2,019.42",304.52M,614953.7784K,-0.07%
2014년 07월 17일,"2,020.90",322.70M,652144.43K,0.37%
2014년 07월 16일,"2,013.48",315.17M,634588.4916K,0.04%
2014년 07월 15일,"2,012.72",361.20M,726994.464K,0.94%
2014년 07월 14일,"1,993.88",270.39M,539125.2132K,0.26%
2014년 07월 11일,"1,988.74",277.02M,550920.7548K,-0.70%
2014년 07월 10일,"2,002.84",327.64M,656210.4976K,0.12%
2014년 07월 09일,"2,000.50",272.75M,545636.375K,-0.31%
2014년 07월 08일,"2,006.66",259.36M,520447.3376K,0.08%
2014년 07월 07일,"2,005.12",228.34M,457849.1008K,-0.23%
2014년 07월 04일,"2,009.66",241.51M,485352.9866K,-0.07%
2014년 07월 03일,"2,010.97",259.91M,522671.2127K,-0.21%
2014년 07월 02일,"2,015.28",318.42M,641705.4576K,0.81%
2014년 07월 01일,"1,999.00",238.87M,477501.13K,-0.16%
2014년 06월 30일,"2,002.21",201.13M,402704.4973K,0.69%
2014년 06월 27일,"1,988.51",218.84M,435165.5284K,-0.33%
2014년 06월 26일,"1,995.05",273.51M,545666.1255K,0.67%
2014년 06월 25일,"1,981.77",336.65M,667162.8705K,-0.63%
2014년 06월 24일,"1,994.35",250.60M,499784.11K,0.98%
2014년 06월 23일,"1,974.92",231.74M,457667.9608K,0.35%
2014년 06월 20일,"1,968.07",232.66M,457891.1662K,-1.20%
2014년 06월 19일,"1,992.03",257.89M,513724.6167K,0.13%
2014년 06월 18일,"1,989.49",216.85M,431420.9065K,-0.60%
2014년 06월 17일,"2,001.55",236.60M,473566.73K,0.40%
2014년 06월 16일,"1,993.59",233.60M,465702.624K,0.14%
2014년 06월 13일,"1,990.85",223.11M,444178.5435K,-1.03%
2014년 06월 12일,"2,011.65",251.88M,506694.402K,-0.15%
2014년 06월 11일,"2,014.67",238.05M,479592.1935K,0.14%
2014년 06월 10일,"2,011.80",234.93M,472632.174K,1.09%
2014년 06월 09일,"1,990.04",209.61M,417132.2844K,-0.27%
2014년 06월 05일,"1,995.48",222.09M,443176.1532K,-0.65%
2014년 06월 03일,"2,008.56",266.74M,535763.2944K,0.33%
2014년 06월 02일,"2,002.00",265.59M,531711.18K,0.35%
2014년 05월 30일,"1,994.96",247.32M,493393.5072K,-0.86%
2014년 05월 29일,"2,012.26",228.54M,459881.9004K,-0.24%
2014년 05월 28일,"2,017.06",210.65M,424893.689K,0.97%
2014년 05월 27일,"1,997.63",221.79M,443054.3577K,-0.63%
2014년 05월 26일,"2,010.35",196.58M,395194.603K,-0.34%
2014년 05월 23일,"2,017.17",241.81M,487771.8777K,0.08%
2014년 05월 22일,"2,015.59",231.08M,465762.5372K,0.36%
2014년 05월 21일,"2,008.33",224.09M,450046.6697K,-0.15%
2014년 05월 20일,"2,011.26",248.34M,499476.3084K,-0.19%
2014년 05월 19일,"2,015.14",265.60M,535221.184K,0.08%
2014년 05월 16일,"2,013.44",232.53M,468185.2032K,0.16%
2014년 05월 15일,"2,010.20",259.39M,521425.778K,-0.03%
2014년 05월 14일,"2,010.83",233.87M,470272.8121K,1.41%
2014년 05월 13일,"1,982.93",242.16M,480186.3288K,0.92%
2014년 05월 12일,"1,964.94",201.64M,396210.5016K,0.43%
2014년 05월 09일,"1,956.55",205.21M,401503.6255K,0.31%
2014년 05월 08일,"1,950.60",222.43M,433871.958K,0.55%
2014년 05월 07일,"1,939.88",193.04M,374474.4352K,-1.00%
2014년 05월 02일,"1,959.44",179.54M,351797.8576K,-0.12%
2014년 04월 30일,"1,961.79",227.32M,445954.1028K,-0.15%
2014년 04월 29일,"1,964.77",177.61M,348962.7997K,-0.23%
2014년 04월 28일,"1,969.26",168.83M,332470.1658K,-0.12%
2014년 04월 25일,"1,971.66",208.36M,410815.0776K,-1.34%
2014년 04월 24일,"1,998.34",235.08M,469769.7672K,-0.10%
2014년 04월 23일,"2,000.37",241.74M,483569.4438K,-0.19%
2014년 04월 22일,"2,004.22",212.02M,424934.7244K,0.25%
2014년 04월 21일,"1,999.22",205.58M,410999.6476K,-0.25%
2014년 04월 18일,"2,004.28",206.51M,413903.8628K,0.61%
2014년 04월 17일,"1,992.05",200.19M,398788.4895K,-0.01%
2014년 04월 16일,"1,992.21",230.74M,459682.5354K,0.00%
2014년 04월 15일,"1,992.27",194.53M,387556.2831K,-0.24%
2014년 04월 14일,"1,997.02",205.71M,410806.9842K,-0.02%
2014년 04월 11일,"1,997.44",218.13M,435701.5872K,-0.56%
2014년 04월 10일,"2,008.61",232.45M,466901.3945K,0.48%
2014년 04월 09일,"1,998.95",233.70M,467154.615K,0.30%
2014년 04월 08일,"1,993.03",218.15M,434779.4945K,0.17%
2014년 04월 07일,"1,989.70",186.35M,370780.595K,0.08%
2014년 04월 04일,"1,988.09",225.64M,448592.6276K,-0.28%
2014년 04월 03일,"1,993.70",225.73M,450037.901K,-0.18%
2014년 04월 02일,"1,997.25",220.91M,441212.4975K,0.26%
2014년 04월 01일,"1,991.98",214.64M,427558.5872K,0.32%
2014년 03월 31일,"1,985.61",241.04M,478611.4344K,0.23%
2014년 03월 28일,"1,981.00",244.60M,484552.6K,0.15%
2014년 03월 27일,"1,977.97",218.06M,431316.1382K,0.70%
2014년 03월 26일,"1,964.31",248.95M,489014.9745K,1.19%
2014년 03월 25일,"1,941.25",225.16M,437091.85K,-0.22%
2014년 03월 24일,"1,945.55",228.28M,444130.154K,0.55%
2014년 03월 21일,"1,934.94",252.87M,489288.2778K,0.80%
2014년 03월 20일,"1,919.52",220.60M,423446.112K,-0.94%
2014년 03월 19일,"1,937.68",249.08M,482637.3344K,-0.13%
2014년 03월 18일,"1,940.21",274.29M,532180.2009K,0.66%
2014년 03월 17일,"1,927.53",214.93M,414284.0229K,0.40%
2014년 03월 14일,"1,919.90",254.03M,487712.197K,-0.75%
2014년 03월 13일,"1,934.38",259.62M,502203.7356K,0.10%
2014년 03월 12일,"1,932.54",329.92M,637583.5968K,-1.60%
2014년 03월 11일,"1,963.87",247.47M,485998.9089K,0.48%
2014년 03월 10일,"1,954.42",214.94M,420083.0348K,-1.03%
2014년 03월 07일,"1,974.68",231.56M,457256.9008K,-0.05%
2014년 03월 06일,"1,975.62",193.74M,382756.6188K,0.22%
2014년 03월 05일,"1,971.24",197.70M,389714.148K,0.88%
2014년 03월 04일,"1,954.11",200.37M,391545.0207K,-0.54%
2014년 03월 03일,"1,964.69",222.62M,437379.2878K,-0.77%
2014년 02월 28일,"1,979.99",252.83M,500600.8717K,0.08%
2014년 02월 27일,"1,978.43",201.06M,397783.1358K,0.39%
2014년 02월 26일,"1,970.77",209.15M,412186.5455K,0.30%
2014년 02월 25일,"1,964.86",226.04M,444136.9544K,0.81%
2014년 02월 24일,"1,949.05",193.81M,377745.3805K,-0.45%
2014년 02월 21일,"1,957.83",216.32M,423517.7856K,1.41%
2014년 02월 20일,"1,930.57",232.32M,448510.0224K,-0.64%
2014년 02월 19일,"1,942.93",213.56M,414932.1308K,-0.20%
2014년 02월 18일,"1,946.91",200.45M,390258.1095K,0.03%
2014년 02월 17일,"1,946.36",215.47M,419382.1892K,0.31%
2014년 02월 14일,"1,940.28",216.59M,420245.2452K,0.69%
2014년 02월 13일,"1,926.96",187.86M,361998.7056K,-0.46%
2014년 02월 12일,"1,935.84",225.37M,436280.2608K,0.20%
2014년 02월 11일,"1,932.06",226.38M,437379.7428K,0.46%
2014년 02월 10일,"1,923.30",207.96M,399969.468K,0.04%
2014년 02월 07일,"1,922.50",272.96M,524765.6K,0.77%
2014년 02월 06일,"1,907.89",259.44M,494982.9816K,0.88%
2014년 02월 05일,"1,891.32",244.03M,461538.8196K,0.24%
2014년 02월 04일,"1,886.85",250.98M,473561.613K,-1.72%
2014년 02월 03일,"1,919.96",229.65M,440918.814K,-1.09%
2014년 01월 29일,"1,941.15",219.93M,426917.1195K,1.26%
2014년 01월 28일,"1,916.93",270.50M,518529.565K,0.34%
2014년 01월 27일,"1,910.34",340.43M,650337.0462K,-1.56%
2014년 01월 24일,"1,940.56",279.24M,541881.9744K,-0.36%
2014년 01월 23일,"1,947.59",229.38M,446738.1942K,-1.16%
2014년 01월 22일,"1,970.42",243.86M,480506.6212K,0.33%
2014년 01월 21일,"1,963.89",289.33M,568212.2937K,0.52%
2014년 01월 20일,"1,953.78",279.53M,546140.1234K,0.48%
2014년 01월 17일,"1,944.48",260.91M,507334.2768K,-0.66%
2014년 01월 16일,"1,957.32",379.57M,742939.9524K,0.21%
2014년 01월 15일,"1,953.28",250.87M,490019.3536K,0.37%
2014년 01월 14일,"1,946.07",244.06M,474957.8442K,-0.15%
2014년 01월 13일,"1,948.92",267.94M,522193.6248K,0.54%
2014년 01월 10일,"1,938.54",262.99M,509816.6346K,-0.39%
2014년 01월 09일,"1,946.11",276.40M,537904.804K,-0.66%
2014년 01월 08일,"1,958.96",217.07M,425231.4472K,-0.02%
2014년 01월 07일,"1,959.44",193.03M,378230.7032K,0.32%
2014년 01월 06일,"1,953.28",193.63M,378213.6064K,0.37%
2014년 01월 03일,"1,946.14",188.53M,366905.7742K,-1.07%
2014년 01월 02일,"1,967.19",207.77M,408723.0663K,-2.20%
2013년 12월 31일,"2,011.34",172.23K,346413.0882K,0.00%
2013년 12월 30일,"2,011.34",172.23M,346413.0882K,0.45%
2013년 12월 27일,"2,002.28",207.77M,416013.7156K,0.15%
2013년 12월 26일,"1,999.30",230.53M,460898.629K,-0.11%
2013년 12월 24일,"2,001.59",214.69M,429721.3571K,0.24%
2013년 12월 23일,"1,996.89",223.00M,445306.47K,0.68%
2013년 12월 20일,"1,983.35",247.06M,490006.451K,0.39%
2013년 12월 19일,"1,975.65",255.82M,505410.783K,0.05%
2013년 12월 18일,"1,974.63",258.66M,510757.7958K,0.45%
2013년 12월 17일,"1,965.74",253.89M,499081.7286K,0.23%
2013년 12월 16일,"1,961.15",213.51M,418725.1365K,-0.09%
2013년 12월 13일,"1,962.91",234.10M,459517.231K,-0.26%
2013년 12월 12일,"1,967.93",255.08M,501979.5844K,-0.51%
2013년 12월 11일,"1,977.97",231.37M,457642.9189K,-0.78%
2013년 12월 10일,"1,993.45",200.96M,400603.712K,-0.35%
2013년 12월 09일,"2,000.38",230.27M,460627.5026K,1.01%
2013년 12월 06일,"1,980.41",201.90M,399844.779K,-0.22%
2013년 12월 05일,"1,984.77",217.67M,432024.8859K,-0.10%
2013년 12월 04일,"1,986.80",230.33M,457619.644K,-1.12%
2013년 12월 03일,"2,009.36",294.95M,592660.732K,-1.05%
2013년 12월 02일,"2,030.78",229.69M,466449.8582K,-0.69%
2013년 11월 29일,"2,044.87",245.37M,501749.7519K,-0.04%
2013년 11월 28일,"2,045.77",276.27M,565184.8779K,0.84%
2013년 11월 27일,"2,028.81",284.08M,576344.3448K,0.31%
2013년 11월 26일,"2,022.64",275.31M,556853.0184K,0.33%
2013년 11월 25일,"2,015.98",295.51M,595742.2498K,0.49%
2013년 11월 22일,"2,006.23",350.98M,704146.6054K,0.62%
2013년 11월 21일,"1,993.78",292.67M,583519.5926K,-1.16%
2013년 11월 20일,"2,017.24",334.80M,675371.952K,-0.71%
2013년 11월 19일,"2,031.64",402.80M,818344.592K,1.04%
2013년 11월 18일,"2,010.81",313.97M,631334.0157K,0.26%
2013년 11월 15일,"2,005.64",264.69M,530872.8516K,1.94%
2013년 11월 14일,"1,967.56",323.11M,635738.3116K,0.20%
2013년 11월 13일,"1,963.56",251.54M,493913.8824K,-1.60%
2013년 11월 12일,"1,995.48",247.36M,493601.9328K,0.92%
2013년 11월 11일,"1,977.30",286.22M,565942.806K,-0.38%
2013년 11월 08일,"1,984.87",287.31M,570272.9997K,-0.96%
2013년 11월 07일,"2,004.04",310.95M,623156.238K,-0.48%
2013년 11월 06일,"2,013.67",273.69M,551121.3423K,-0.01%
2013년 11월 05일,"2,013.93",257.82M,519231.4326K,-0.56%
2013년 11월 04일,"2,025.17",235.24M,476400.9908K,-0.70%
2013년 11월 01일,"2,039.42",294.19M,599976.9698K,0.46%
2013년 10월 31일,"2,030.09",254.50M,516657.905K,-1.43%
2013년 10월 30일,"2,059.58",263.43M,542555.1594K,0.38%
2013년 10월 29일,"2,051.76",307.65M,631223.964K,0.18%
2013년 10월 28일,"2,048.14",257.53M,527457.4942K,0.68%
2013년 10월 25일,"2,034.39",234.84M,477756.1476K,-0.60%
2013년 10월 24일,"2,046.69",254.85M,521598.9465K,0.54%
2013년 10월 23일,"2,035.75",367.99M,749135.6425K,-0.99%
2013년 10월 22일,"2,056.12",378.78M,778817.1336K,0.15%
2013년 10월 21일,"2,053.01",281.93M,578805.1093K,0.03%
2013년 10월 18일,"2,052.40",257.59M,528677.716K,0.58%
2013년 10월 17일,"2,040.61",306.92M,626304.0212K,0.29%
2013년 10월 16일,"2,034.61",267.49M,544237.8289K,-0.31%
2013년 10월 15일,"2,040.96",233.62M,476809.0752K,1.02%
2013년 10월 14일,"2,020.27",220.74M,445954.3998K,-0.23%
2013년 10월 11일,"2,024.90",254.29M,514911.821K,1.17%
2013년 10월 10일,"2,001.40",222.68M,445671.752K,-0.07%
2013년 10월 08일,"2,002.76",329.57M,660049.6132K,0.42%
2013년 10월 07일,"1,994.42",249.77M,498146.2834K,-0.13%
2013년 10월 04일,"1,996.98",241.07M,481411.9686K,-0.12%
2013년 10월 02일,"1,999.47",238.25M,476373.7275K,0.03%
2013년 10월 01일,"1,998.87",281.27M,562222.1649K,0.10%
2013년 09월 30일,"1,996.96",292.78M,584669.9488K,-0.74%
2013년 09월 27일,"2,011.80",282.34M,568011.612K,0.22%
2013년 09월 26일,"2,007.32",255.55M,512970.626K,0.46%
2013년 09월 25일,"1,998.06",294.75M,588928.185K,-0.45%
2013년 09월 24일,"2,007.10",309.36M,620916.456K,-0.11%
2013년 09월 23일,"2,009.41",249.54M,501428.1714K,0.19%
2013년 09월 17일,"2,005.58",264.66M,530796.8028K,-0.39%
2013년 09월 16일,"2,013.37",248.50M,500322.445K,0.96%
2013년 09월 13일,"1,994.32",253.92M,506397.7344K,-0.49%
2013년 09월 12일,"2,004.06",359.26M,719978.5956K,0.01%
2013년 09월 11일,"2,003.85",299.41M,599972.7285K,0.49%
2013년 09월 10일,"1,994.06",264.33M,527089.8798K,0.98%
2013년 09월 09일,"1,974.67",270.74M,534622.1558K,0.99%
2013년 09월 06일,"1,955.31",324.99M,635456.1969K,0.19%
