,종가,오픈,고가,저가,거래량,변동 %,거래대금
2015년 04월 14일,"2,111.72","2,101.76","2,111.73","2,095.97",648.85M,0.61%,1370189.522K
2015년 04월 13일,"2,098.92","2,094.10","2,099.97","2,088.82",561.81M,0.53%,1179194.245K
2015년 04월 10일,"2,087.76","2,066.32","2,089.09","2,065.39",658.38M,1.40%,1374539.429K
2015년 04월 09일,"2,058.87","2,060.30","2,064.46","2,054.17",529.86M,-0.02%,1090912.858K
2015년 04월 08일,"2,059.26","2,048.75","2,060.19","2,046.09",552.68M,0.60%,1138111.817K
2015년 04월 07일,"2,047.03","2,059.05","2,059.09","2,043.79",436.23M,0.03%,892975.8969K
2015년 04월 06일,"2,046.43","2,049.87","2,055.45","2,043.26",460.49M,0.05%,942360.5507K
2015년 04월 03일,"2,045.42","2,035.83","2,045.94","2,031.27",498.64M,0.81%,1019928.229K
2015년 04월 02일,"2,029.07","2,036.90","2,040.45","2,028.22",655.86M,0.03%,1330785.85K
2015년 04월 01일,"2,028.45","2,035.40","2,039.04","2,024.64",542.80M,-0.62%,1101042.66K
2015년 03월 31일,"2,041.03","2,042.31","2,046.90","2,032.24",555.93M,0.54%,1134669.808K
2015년 03월 30일,"2,030.04","2,026.60","2,033.27","2,018.12",439.56M,0.51%,892324.3824K
2015년 03월 27일,"2,019.80","2,026.75","2,027.25","2,016.88",448.96M,-0.14%,906809.408K
2015년 03월 26일,"2,022.56","2,027.20","2,036.70","2,019.51",342.26M,-0.99%,692241.3856K
2015년 03월 25일,"2,042.81","2,043.16","2,046.97","2,038.14",423.41M,0.07%,864946.1821K
2015년 03월 24일,"2,041.37","2,035.08","2,041.77","2,028.54",328.83M,0.23%,671263.6971K
2015년 03월 23일,"2,036.59","2,043.22","2,043.92","2,032.35",314.90M,-0.03%,641322.191K
2015년 03월 20일,"2,037.24","2,037.13","2,040.00","2,027.81",351.73M,-0.03%,716558.4252K
2015년 03월 19일,"2,037.89","2,047.13","2,047.13","2,031.07",468.28M,0.47%,954303.1292K
2015년 03월 18일,"2,028.45","2,032.19","2,036.13","2,026.72",362.01M,-0.07%,734319.1845K
2015년 03월 17일,"2,029.91","1,998.26","2,029.91","1,997.27",356.55M,2.14%,723764.4105K
2015년 03월 16일,"1,987.33","1,985.59","1,991.79","1,982.26",319.16M,0.08%,634276.2428K
2015년 03월 13일,"1,985.79","1,987.17","1,991.87","1,982.96",326.71M,0.77%,648777.4509K
2015년 03월 12일,"1,970.59","1,979.22","1,988.77","1,970.59",384.04M,-0.52%,756785.3836K
2015년 03월 11일,"1,980.83","1,971.04","1,984.60","1,969.13",399.53M,-0.20%,791401.0099K
2015년 03월 10일,"1,984.77","2,000.66","2,003.19","1,982.22",433.40M,-0.40%,860199.318K
2015년 03월 09일,"1,992.82","2,004.94","2,005.81","1,990.87",296.75M,-1.00%,591369.335K
2015년 03월 06일,"2,012.94","2,003.97","2,013.73","2,003.18",393.35M,0.73%,791789.949K
2015년 03월 05일,"1,998.38","1,996.81","2,002.48","1,993.92",373.68M,0.00%,746754.6384K
2015년 03월 04일,"1,998.29","2,001.76","2,003.85","1,996.50",374.54M,-0.15%,748439.5366K
2015년 03월 03일,"2,001.38","2,002.50","2,003.05","1,995.93",444.86M,0.23%,890333.9068K
2015년 03월 02일,"1,996.81","1,996.72","1,999.13","1,988.33",373.37M,0.55%,745548.9497K
2015년 02월 27일,"1,985.80","1,992.76","1,993.34","1,982.50",424.55M,-0.37%,843071.39K
2015년 02월 26일,"1,993.08","1,993.27","1,993.43","1,983.94",385.66M,0.13%,768651.2328K
2015년 02월 25일,"1,990.47","1,988.47","1,992.03","1,984.53",369.50M,0.73%,735478.665K
2015년 02월 24일,"1,976.12","1,975.65","1,980.38","1,972.61",309.54M,0.39%,611688.1848K
2015년 02월 23일,"1,968.39","1,974.44","1,976.96","1,966.77",347.58M,0.35%,684172.9962K
2015년 02월 17일,"1,961.45","1,955.77","1,962.97","1,952.33",304.53M,0.16%,597320.3685K
2015년 02월 16일,"1,958.23","1,960.03","1,963.44","1,955.39",350.94M,0.04%,687221.2362K
2015년 02월 13일,"1,957.50","1,949.32","1,957.50","1,946.94",351.08M,0.82%,687239.1K
2015년 02월 12일,"1,941.63","1,947.21","1,947.47","1,932.75",334.82M,-0.21%,650096.5566K
2015년 02월 11일,"1,945.70","1,942.34","1,948.89","1,937.95",307.45M,0.51%,598205.465K
2015년 02월 10일,"1,935.86","1,949.30","1,954.20","1,935.86",329.20M,-0.57%,637285.112K
2015년 02월 09일,"1,947.00","1,949.50","1,952.86","1,944.79",310.18M,-0.44%,603920.46K
2015년 02월 06일,"1,955.52","1,955.13","1,955.52","1,945.82",309.82M,0.14%,605859.2064K
2015년 02월 05일,"1,952.84","1,961.15","1,962.15","1,945.42",395.65M,-0.51%,772641.146K
2015년 02월 04일,"1,962.79","1,963.37","1,970.27","1,961.57",348.03M,0.55%,683109.8037K
2015년 02월 03일,"1,951.96","1,960.11","1,960.35","1,940.74",369.98M,-0.04%,722186.1608K
2015년 02월 02일,"1,952.68","1,947.91","1,956.10","1,944.58",364.83M,0.18%,712396.2444K
2015년 01월 30일,"1,949.26","1,964.13","1,964.13","1,948.60",441.48M,-0.09%,860559.3048K
2015년 01월 29일,"1,951.02","1,950.83","1,960.12","1,946.20",391.03M,-0.54%,762907.3506K
2015년 01월 28일,"1,961.58","1,946.71","1,963.53","1,943.59",400.93M,0.47%,786456.2694K
2015년 01월 27일,"1,952.40","1,941.90","1,952.41","1,940.72",466.96M,0.86%,911692.704K
2015년 01월 26일,"1,935.68","1,928.26","1,936.40","1,924.14",330.61M,-0.02%,639955.1648K
2015년 01월 23일,"1,936.09","1,945.36","1,945.36","1,930.65",367.70M,0.79%,711900.293K
2015년 01월 22일,"1,920.82","1,926.01","1,932.50","1,916.56",343.13M,-0.02%,659090.9666K
2015년 01월 21일,"1,921.23","1,917.33","1,921.88","1,909.86",300.84M,0.15%,577982.8332K
2015년 01월 20일,"1,918.31","1,908.62","1,918.85","1,907.97",280.90M,0.82%,538853.279K
2015년 01월 19일,"1,902.62","1,902.81","1,912.42","1,900.26",281.12M,0.77%,534864.5344K
2015년 01월 16일,"1,888.13","1,907.07","1,907.07","1,885.62",298.73M,-1.36%,564041.0749K
2015년 01월 15일,"1,914.14","1,914.06","1,919.69","1,908.60",266.54M,0.03%,510194.8756K
2015년 01월 14일,"1,913.66","1,919.31","1,925.68","1,913.51",297.52M,-0.18%,569352.1232K
2015년 01월 13일,"1,917.14","1,915.03","1,920.77","1,910.27",338.99M,-0.20%,649891.2886K
2015년 01월 12일,"1,920.95","1,918.18","1,924.66","1,917.88",311.92M,-0.19%,599182.724K
2015년 01월 09일,"1,924.70","1,919.80","1,929.10","1,915.85",308.78M,1.05%,594308.866K
2015년 01월 08일,"1,904.65","1,895.85","1,907.23","1,891.77",262.21M,1.11%,499418.2765K
2015년 01월 07일,"1,883.83","1,878.90","1,887.60","1,876.27",280.51M,0.07%,528433.1533K
2015년 01월 06일,"1,882.45","1,895.48","1,900.02","1,877.38",303.69M,-1.74%,571681.2405K
2015년 01월 05일,"1,915.75","1,921.96","1,921.96","1,903.37",313.44M,-0.55%,600472.68K
2015년 01월 02일,"1,926.44","1,914.24","1,929.15","1,909.67",258.78M,0.57%,498524.1432K
2014년 12월 30일,"1,915.59","1,934.51","1,937.55","1,910.78",256.44M,-0.64%,491233.8996K
2014년 12월 29일,"1,927.86","1,937.27","1,941.33","1,927.83",265.81M,-1.04%,512444.4666K
2014년 12월 26일,"1,948.16","1,947.60","1,954.77","1,944.22",297.01M,0.08%,578623.0016K
2014년 12월 24일,"1,946.61","1,940.76","1,947.35","1,936.74",283.87M,0.39%,552584.1807K
2014년 12월 23일,"1,939.02","1,942.12","1,944.75","1,936.75",300.80M,-0.21%,583257.216K
2014년 12월 22일,"1,943.12","1,938.16","1,944.20","1,928.89",324.54M,0.68%,630620.1648K
2014년 12월 19일,"1,929.98","1,920.75","1,930.08","1,914.27",291.79M,1.71%,563148.8642K
2014년 12월 18일,"1,897.50","1,917.67","1,919.24","1,881.73",337.30M,-0.14%,640026.75K
2014년 12월 17일,"1,900.16","1,913.28","1,913.28","1,900.16",307.27M,-0.21%,583862.1632K
2014년 12월 16일,"1,904.13","1,909.01","1,919.60","1,901.13",369.42M,-0.85%,703423.7046K
2014년 12월 15일,"1,920.36","1,903.12","1,920.43","1,899.61",294.42M,-0.07%,565392.3912K
2014년 12월 12일,"1,921.71","1,921.61","1,926.67","1,915.00",363.47M,0.27%,698483.9337K
2014년 12월 11일,"1,916.59","1,930.46","1,937.23","1,916.49",343.64M,-1.49%,658616.9876K
2014년 12월 10일,"1,945.56","1,964.04","1,966.11","1,943.27",367.89M,-1.29%,715752.0684K
2014년 12월 09일,"1,970.95","1,977.05","1,977.15","1,968.85",541.16M,-0.40%,1066599.302K
2014년 12월 08일,"1,978.95","1,988.80","1,990.04","1,976.89",295.14M,-0.39%,584067.303K
2014년 12월 05일,"1,986.62","1,986.60","1,989.17","1,983.36",305.55M,0.00%,607011.741K
2014년 12월 04일,"1,986.61","1,976.30","1,988.56","1,976.10",244.39M,0.85%,485507.6179K
2014년 12월 03일,"1,969.91","1,969.57","1,973.96","1,964.77",271.11M,0.21%,534062.3001K
2014년 12월 02일,"1,965.83","1,959.40","1,965.83","1,954.40",317.91M,0.03%,624957.0153K
2014년 12월 01일,"1,965.22","1,971.95","1,971.97","1,962.15",333.98M,-0.79%,656344.1756K
2014년 11월 28일,"1,980.78","1,983.22","1,984.73","1,975.66",340.70M,-0.07%,674851.746K
2014년 11월 27일,"1,982.09","1,993.65","1,994.82","1,982.08",295.51M,0.06%,585727.4159K
2014년 11월 26일,"1,980.84","1,984.83","1,985.43","1,972.95",253.29M,0.03%,501726.9636K
2014년 11월 25일,"1,980.21","1,981.52","1,981.85","1,973.80",283.19M,0.08%,560775.6699K
2014년 11월 24일,"1,978.54","1,982.48","1,985.18","1,974.37",325.45M,0.70%,643915.843K
2014년 11월 21일,"1,964.84","1,966.89","1,969.43","1,959.81",345.92M,0.35%,679677.4528K
2014년 11월 20일,"1,958.04","1,960.72","1,962.69","1,952.44",339.22M,-0.45%,664206.3288K
2014년 11월 19일,"1,966.87","1,974.41","1,974.41","1,959.21",279.56M,-0.01%,549858.1772K
2014년 11월 18일,"1,967.01","1,951.93","1,967.01","1,951.93",251.27M,1.20%,494250.6027K
2014년 11월 17일,"1,943.63","1,941.83","1,948.33","1,935.95",277.52M,-0.08%,539396.1976K
2014년 11월 14일,"1,945.14","1,959.64","1,959.64","1,940.49",314.80M,-0.78%,612330.072K
2014년 11월 13일,"1,960.51","1,970.64","1,973.33","1,954.88",332.60M,-0.34%,652065.626K
2014년 11월 12일,"1,967.27","1,965.21","1,974.69","1,961.66",348.50M,0.22%,685593.595K
2014년 11월 11일,"1,963.00","1,957.87","1,965.41","1,956.23",311.40M,0.24%,611278.2K
2014년 11월 10일,"1,958.23","1,952.79","1,965.35","1,952.79",313.26M,0.95%,613435.1298K
2014년 11월 07일,"1,939.87","1,935.75","1,943.26","1,932.17",255.42M,0.18%,495481.5954K
2014년 11월 06일,"1,936.48","1,933.45","1,939.32","1,923.05",360.57M,0.26%,698236.5936K
2014년 11월 05일,"1,931.43","1,938.61","1,944.50","1,928.99",332.28M,-0.19%,641775.5604K
2014년 11월 04일,"1,935.19","1,950.15","1,956.73","1,928.52",391.71M,-0.91%,758033.2749K
2014년 11월 03일,"1,952.97","1,959.66","1,961.04","1,947.83",344.50M,-0.58%,672798.165K
2014년 10월 31일,"1,964.43","1,963.26","1,967.08","1,951.07",349.40M,0.28%,686371.842K
2014년 10월 30일,"1,958.93","1,956.92","1,959.49","1,944.24",311.05M,-0.11%,609325.1765K
2014년 10월 29일,"1,961.17","1,938.80","1,961.49","1,931.59",396.62M,1.84%,777839.2454K
2014년 10월 28일,"1,925.68","1,935.46","1,936.28","1,924.37",414.62M,-0.33%,798425.4416K
2014년 10월 27일,"1,931.97","1,933.91","1,939.25","1,929.26",408.84M,0.33%,789866.6148K
2014년 10월 24일,"1,925.69","1,942.46","1,942.72","1,916.84",419.43M,-0.31%,807692.1567K
2014년 10월 23일,"1,931.65","1,932.43","1,944.45","1,924.14",372.83M,-0.27%,720177.0695K
2014년 10월 22일,"1,936.97","1,936.91","1,936.99","1,924.21",399.10M,1.13%,773044.727K
2014년 10월 21일,"1,915.28","1,923.62","1,923.62","1,911.03",405.92M,-0.77%,777450.4576K
2014년 10월 20일,"1,930.06","1,918.84","1,933.12","1,917.54",344.67M,1.55%,665233.7802K
2014년 10월 17일,"1,900.66","1,923.51","1,923.51","1,896.54",362.08M,-0.95%,688190.9728K
2014년 10월 16일,"1,918.83","1,911.45","1,922.94","1,904.77",313.61M,-0.37%,601764.2763K
2014년 10월 15일,"1,925.91","1,932.11","1,938.85","1,918.77",310.34M,-0.17%,597686.9094K
2014년 10월 14일,"1,929.25","1,933.45","1,940.21","1,926.87",335.51M,0.11%,647282.6675K
2014년 10월 13일,"1,927.21","1,919.48","1,932.37","1,918.48",308.92M,-0.71%,595353.7132K
2014년 10월 10일,"1,940.92","1,953.98","1,953.98","1,931.88",342.82M,-1.24%,665386.1944K
2014년 10월 08일,"1,965.25","1,957.90","1,974.27","1,957.90",266.18M,-0.39%,523110.245K
2014년 10월 07일,"1,972.91","1,979.83","1,982.96","1,966.22",328.23M,0.23%,647568.2493K
2014년 10월 06일,"1,968.39","1,987.89","1,988.39","1,968.30",325.08M,-0.39%,639884.2212K
2014년 10월 02일,"1,976.16","1,984.43","1,985.06","1,966.17",322.66M,-0.77%,637627.7856K
2014년 10월 01일,"1,991.54","2,013.47","2,013.47","1,989.84",351.58M,-1.41%,700185.6332K
2014년 09월 30일,"2,020.09","2,023.18","2,029.17","2,007.30",322.81M,-0.32%,652105.2529K
2014년 09월 29일,"2,026.60","2,035.93","2,036.44","2,021.37",339.59M,-0.25%,688213.094K
2014년 09월 26일,"2,031.64","2,019.17","2,031.65","2,018.70",313.52M,-0.12%,636959.7728K
2014년 09월 25일,"2,034.11","2,045.66","2,046.26","2,030.09",325.38M,-0.08%,661858.7118K
2014년 09월 24일,"2,035.64","2,024.75","2,036.26","2,019.91",332.59M,0.33%,677033.5076K
2014년 09월 23일,"2,028.91","2,028.90","2,036.25","2,025.16",427.81M,-0.51%,867987.9871K
2014년 09월 22일,"2,039.27","2,053.30","2,053.30","2,032.36",323.89M,-0.71%,660499.1603K
2014년 09월 19일,"2,053.82","2,057.56","2,062.37","2,053.66",397.74M,0.30%,816886.3668K
2014년 09월 18일,"2,047.74","2,058.21","2,063.26","2,044.17",394.27M,-0.72%,807362.4498K
2014년 09월 17일,"2,062.61","2,052.06","2,062.62","2,051.11",351.67M,0.96%,725358.0587K
2014년 09월 16일,"2,042.92","2,039.92","2,045.65","2,036.23",365.69M,0.35%,747075.4148K
2014년 09월 15일,"2,035.82","2,039.03","2,040.08","2,028.80",297.61M,-0.30%,605880.3902K
2014년 09월 12일,"2,041.86","2,042.51","2,048.21","2,037.37",362.67M,0.38%,740521.3662K
2014년 09월 11일,"2,034.16","2,046.97","2,052.16","2,034.13",333.41M,-0.74%,678209.2856K
2014년 09월 05일,"2,049.41","2,053.18","2,059.04","2,044.68",343.35M,-0.33%,703664.9235K
2014년 09월 04일,"2,056.26","2,059.05","2,065.27","2,050.79",376.39M,0.25%,773955.7014K
2014년 09월 03일,"2,051.20","2,050.09","2,054.08","2,040.44",337.97M,-0.02%,693244.064K
2014년 09월 02일,"2,051.58","2,065.97","2,066.00","2,049.15",323.12M,-0.79%,662906.5296K
2014년 09월 01일,"2,067.86","2,067.80","2,072.59","2,062.30",272.47M,-0.03%,563429.8142K
2014년 08월 29일,"2,068.54","2,070.73","2,073.03","2,060.14",301.37M,-0.35%,623395.8998K
2014년 08월 28일,"2,075.76","2,083.03","2,088.86","2,072.14",305.88M,0.04%,634933.4688K
2014년 08월 27일,"2,074.93","2,075.45","2,081.83","2,070.77",337.61M,0.33%,700517.1173K
2014년 08월 26일,"2,068.05","2,069.07","2,072.42","2,065.15",288.91M,0.35%,597480.3255K
2014년 08월 25일,"2,060.89","2,049.16","2,062.23","2,044.20",272.04M,0.20%,560644.5156K
2014년 08월 22일,"2,056.70","2,048.24","2,058.46","2,046.54",277.86M,0.61%,571474.662K
2014년 08월 21일,"2,044.21","2,067.63","2,068.22","2,041.91",307.80M,-1.38%,629207.838K
2014년 08월 20일,"2,072.78","2,080.77","2,082.21","2,063.61",315.36M,0.08%,653671.9008K
2014년 08월 19일,"2,071.14","2,065.19","2,074.43","2,064.34",327.12M,0.88%,677511.3168K
2014년 08월 18일,"2,053.13","2,070.95","2,073.05","2,053.13",300.42M,-0.49%,616801.3146K
2014년 08월 14일,"2,063.22","2,065.69","2,073.42","2,056.06",270.85M,0.04%,558823.137K
2014년 08월 13일,"2,062.36","2,046.68","2,062.36","2,043.11",280.66M,1.02%,578821.9576K
2014년 08월 12일,"2,041.47","2,048.39","2,055.85","2,038.14",312.80M,0.10%,638571.816K
2014년 08월 11일,"2,039.37","2,048.18","2,048.18","2,037.80",285.84M,0.41%,582933.5208K
2014년 08월 08일,"2,031.10","2,049.51","2,051.06","2,026.56",354.82M,-1.14%,720674.902K
2014년 08월 07일,"2,054.51","2,062.24","2,063.53","2,047.75",292.94M,-0.30%,601848.1594K
2014년 08월 06일,"2,060.73","2,062.93","2,068.08","2,055.68",377.27M,-0.27%,777451.6071K
2014년 08월 05일,"2,066.26","2,076.17","2,077.73","2,058.92",346.82M,-0.68%,716620.2932K
2014년 08월 04일,"2,080.42","2,080.77","2,083.05","2,067.17",253.20M,0.35%,526762.344K
2014년 08월 01일,"2,073.10","2,063.71","2,079.81","2,062.54",271.97M,-0.15%,563821.007K
2014년 07월 31일,"2,076.12","2,081.75","2,090.57","2,070.78",383.73M,-0.31%,796669.5276K
2014년 07월 30일,"2,082.61","2,064.47","2,093.08","2,062.88",343.29M,1.00%,714939.1869K
2014년 07월 29일,"2,061.97","2,054.03","2,065.96","2,053.41",408.77M,0.64%,842871.4769K
2014년 07월 28일,"2,048.81","2,035.96","2,053.84","2,035.96",349.02M,0.74%,715075.6662K
2014년 07월 25일,"2,033.85","2,030.04","2,036.20","2,027.33",282.77M,0.36%,575111.7645K
2014년 07월 24일,"2,026.62","2,032.94","2,034.72","2,021.22",323.59M,-0.08%,655793.9658K
2014년 07월 23일,"2,028.32","2,032.73","2,035.24","2,025.00",353.51M,-0.03%,717031.4032K
2014년 07월 22일,"2,028.93","2,021.18","2,028.93","2,017.76",265.89M,0.52%,539472.1977K
2014년 07월 21일,"2,018.50","2,028.02","2,030.61","2,016.42",274.63M,-0.05%,554340.655K
2014년 07월 18일,"2,019.42","2,007.12","2,019.42","2,006.01",304.52M,-0.07%,614953.7784K
2014년 07월 17일,"2,020.90","2,020.52","2,025.41","2,018.77",322.70M,0.37%,652144.43K
2014년 07월 16일,"2,013.48","2,015.67","2,018.05","2,008.99",315.17M,0.04%,634588.4916K
2014년 07월 15일,"2,012.72","2,004.93","2,015.54","2,004.49",361.20M,0.94%,726994.464K
2014년 07월 14일,"1,993.88","1,998.26","2,001.11","1,993.57",270.39M,0.26%,539125.2132K
2014년 07월 11일,"1,988.74","1,988.93","1,993.46","1,985.53",277.02M,-0.70%,550920.7548K
2014년 07월 10일,"2,002.84","2,004.63","2,006.50","1,999.96",327.64M,0.12%,656210.4976K
2014년 07월 09일,"2,000.50","1,997.57","2,000.89","1,992.42",272.75M,-0.31%,545636.375K
2014년 07월 08일,"2,006.66","2,003.55","2,009.22","1,997.87",259.36M,0.08%,520447.3376K
2014년 07월 07일,"2,005.12","2,007.53","2,009.32","1,998.03",228.34M,-0.23%,457849.1008K
2014년 07월 04일,"2,009.66","2,018.35","2,018.35","2,005.84",241.51M,-0.07%,485352.9866K
2014년 07월 03일,"2,010.97","2,015.99","2,015.99","2,007.86",259.91M,-0.21%,522671.2127K
2014년 07월 02일,"2,015.28","2,008.00","2,016.36","2,002.40",318.42M,0.81%,641705.4576K
2014년 07월 01일,"1,999.00","1,993.29","1,999.00","1,987.89",238.87M,-0.16%,477501.13K
2014년 06월 30일,"2,002.21","1,996.13","2,002.21","1,992.65",201.13M,0.69%,402704.4973K
2014년 06월 27일,"1,988.51","1,990.90","1,997.01","1,983.88",218.84M,-0.33%,435165.5284K
2014년 06월 26일,"1,995.05","1,983.00","1,997.08","1,982.48",273.51M,0.67%,545666.1255K
2014년 06월 25일,"1,981.77","1,992.69","1,993.60","1,980.78",336.65M,-0.63%,667162.8705K
2014년 06월 24일,"1,994.35","1,976.24","1,998.31","1,976.24",250.60M,0.98%,499784.11K
2014년 06월 23일,"1,974.92","1,975.10","1,980.31","1,971.61",231.74M,0.35%,457667.9608K
2014년 06월 20일,"1,968.07","1,990.71","1,990.73","1,965.12",232.66M,-1.20%,457891.1662K
2014년 06월 19일,"1,992.03","1,994.23","1,999.11","1,985.89",257.89M,0.13%,513724.6167K
2014년 06월 18일,"1,989.49","2,002.26","2,002.26","1,987.03",216.85M,-0.60%,431420.9065K
2014년 06월 17일,"2,001.55","1,994.89","2,002.96","1,991.53",236.60M,0.40%,473566.73K
2014년 06월 16일,"1,993.59","1,986.86","1,995.86","1,985.30",233.60M,0.14%,465702.624K
2014년 06월 13일,"1,990.85","2,005.55","2,005.55","1,984.04",223.11M,-1.03%,444178.5435K
2014년 06월 12일,"2,011.65","2,013.60","2,015.80","2,003.57",251.88M,-0.15%,506694.402K
2014년 06월 11일,"2,014.67","2,009.51","2,016.78","2,006.73",238.05M,0.14%,479592.1935K
2014년 06월 10일,"2,011.80","2,000.89","2,011.87","1,996.21",234.93M,1.09%,472632.174K
2014년 06월 09일,"1,990.04","2,004.73","2,008.86","1,986.53",209.61M,-0.27%,417132.2844K
2014년 06월 05일,"1,995.48","2,007.20","2,007.20","1,986.95",222.09M,-0.65%,443176.1532K
2014년 06월 03일,"2,008.56","2,006.31","2,008.56","1,990.72",266.74M,0.33%,535763.2944K
2014년 06월 02일,"2,002.00","1,998.81","2,006.93","1,995.69",265.59M,0.35%,531711.18K
2014년 05월 30일,"1,994.96","2,015.37","2,019.17","1,994.96",247.32M,-0.86%,493393.5072K
2014년 05월 29일,"2,012.26","2,020.67","2,021.96","2,009.23",228.54M,-0.24%,459881.9004K
2014년 05월 28일,"2,017.06","2,000.26","2,017.06","1,997.89",210.65M,0.97%,424893.689K
2014년 05월 27일,"1,997.63","2,014.87","2,016.73","1,988.44",221.79M,-0.63%,443054.3577K
2014년 05월 26일,"2,010.35","2,016.21","2,020.96","2,008.14",196.58M,-0.34%,395194.603K
2014년 05월 23일,"2,017.17","2,013.09","2,017.96","2,011.76",241.81M,0.08%,487771.8777K
2014년 05월 22일,"2,015.59","2,015.41","2,022.59","2,011.60",231.08M,0.36%,465762.5372K
2014년 05월 21일,"2,008.33","2,003.48","2,015.63","2,001.74",224.09M,-0.15%,450046.6697K
2014년 05월 20일,"2,011.26","2,011.85","2,014.46","2,004.32",248.34M,-0.19%,499476.3084K
2014년 05월 19일,"2,015.14","2,013.79","2,015.53","2,002.89",265.60M,0.08%,535221.184K
2014년 05월 16일,"2,013.44","2,003.48","2,013.44","1,997.27",232.53M,0.16%,468185.2032K
2014년 05월 15일,"2,010.20","2,007.88","2,015.37","2,006.38",259.39M,-0.03%,521425.778K
2014년 05월 14일,"2,010.83","1,990.99","2,010.85","1,990.79",233.87M,1.41%,470272.8121K
2014년 05월 13일,"1,982.93","1,973.08","1,988.41","1,969.60",242.16M,0.92%,480186.3288K
